label,content,type,location_chapter,location_section,location_subsection,location_subsection_title,pre_para_note,title_num,paragraph_num
ESRS 2 - AR 20,"Due to the interdependency between impacts on people and the environment, risks and opportunities , a single policy may apply to several material sustainability matters , including matters addressed by  more than one topical ESRS. For example, if a single policy covers both  an environmental matter and a social matter, the undertaking may report  on the policy in the environmental section of its sustainability statement . In this case, it should  include in the social section a cross-reference to the environmental  section where the policy is reported. Equally a policy may be reported  in the social section with a cross-reference to it in the environmental  section.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum Disclosure Requirement – Policies MDR-P – Policies adopted to manage material sustainability matters,,AR 20.
ESRS 2 - AR 21,"The description of the scope of the policy may explain which activities and/or segments of the undertaking’s own operations or upstream and downstream value chain it concerns. The description  may also explain further boundaries relevant to the specific topic or  the undertaking’s circumstances, which may include geographies, life  cycles, etc. In certain cases, such as if the policy does not cover the  full value chain, the undertaking may provide clear information  regarding the extent of the value chain covered by the policy.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum Disclosure Requirement – Policies MDR-P – Policies adopted to manage material sustainability matters,,AR 21.
ESRS 2(5.)()(-Minimum disclosure requirement – Actions MDR-A – Actions and resources in relation to material sustainability matters),Minimum disclosure requirement – Actions MDR-A – Actions and resources in relation to material sustainability matters,pre_para_note,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,,,
ESRS 2 - AR 22,"Key actions in the context of this Minimum Disclosure Requirement are those actions that materially contribute to achieving the undertaking’s objectives in addressing material impacts, risks and opportunities . For reasons of understandability, key actions may be aggregated where appropriate.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum disclosure requirement – Actions MDR-A – Actions and resources in relation to material sustainability matters,,AR 22.
ESRS 2 - AR 23,"Information on resource allocation  may be presented in the form of a table and broken down between capital  expenditure and operating expenditure, and across the relevant time  horizons, and between resources applied in the current reporting year  and the planned allocation of resources over specific time horizons.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum disclosure requirement – Actions MDR-A – Actions and resources in relation to material sustainability matters,,AR 23.
ESRS 2 - 5.Metrics and target,5.Metrics and targets,paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum disclosure requirement – Actions MDR-A – Actions and resources in relation to material sustainability matters,,5.Metrics and targets
ESRS 2(5.)()(-Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets),Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,pre_para_note,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,,,
ESRS 2 - AR 24,"When disclosing targets related to the prevention or  mitigation of environmental impacts, the undertaking shall prioritise  targets related to the reduction of the impacts in absolute terms rather  than in relative terms. When targets address the prevention or  mitigation of social impacts, they may be specified in terms of the  effects on human rights, welfare or positive outcomes for affected stakeholders .",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,,AR 24.
ESRS 2 - AR 25,"The information on progress made towards achieving the targets may be presented in a  comprehensive table, including information on the baseline and target  value, milestones, and achieved performance over the prior periods.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,,AR 25.
ESRS 2 - AR 26,"Where the undertaking describes progress in achieving the objectives of a policy in the absence of a measurable  target, it may specify a baseline against which the progress is  considered. For example, the undertaking may assess an increase of wages by a certain percentage for  those below a fair wage; or may assess the quality of its relationships  with local communities by reference to the proportion of issues raised  by communities that were resolved to their satisfaction. The baseline  and the assessment of the progress shall be related to the impacts, risks and opportunities which underpin the materiality of the matter addressed by the policy.",paragraph,ESRS 2,5.,,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,Minimum Disclosure Requirement – Targets MDR-T – Tracking effectiveness of policies and actions through targets,,AR 26.
